what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490584021640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490584021906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584034578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584036687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584036687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584037421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584037796
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584038093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584038109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584038437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584040734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584058125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584058218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584084593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584094703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584100546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584103515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584117703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584117796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490584122843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584125156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584125156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584125468
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584203765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490584319296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584356937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584375031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490584375750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584395687
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584436015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584436718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584440125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1490584462296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490584487531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584489796
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490584492171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584492203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584497296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490584497562
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490584505718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584518375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584525843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584525937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584528328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1490584535250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490584538343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584541078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584545671
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490584547375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584547375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584548218
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490584548468
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490584549078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490584566390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490584567484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584576484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584576578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490584582843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490584583218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584591078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584591156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584602312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584602406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490584609421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490584610437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490584611203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584621093
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1490584624812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584681187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584681281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584681875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584738765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584755968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584756078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584764093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584764187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490584774031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490584778390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584780140
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490584784562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584784562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584785453
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490584785703
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490584790328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584801609
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490584803625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490584815828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490584827859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490584829968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584830484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584838468
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490584840703
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490584840953
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584842203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490584845359
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490584848125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490584869343
