what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589153312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589153671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589189812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589192875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589526453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490589537734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490589539781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490589540859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589548937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589556421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589576187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589576187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589580187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589594296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490589717171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589724140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589724140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589724187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589732093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589733187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589736718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490589756890
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589769312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589769328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589770078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589770453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589770656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589770671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589771015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589775406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490589776046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490589784078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490589792484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589803000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589803140
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1490589805453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490589810984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589830796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589836031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490589842578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490589845375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589846093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589862671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490589871125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490589878375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590053406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490590066718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590067625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590074000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590087328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590088281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590136343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590144765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590144765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590144828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590151125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590151968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590187781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590188937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590188937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590189046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590195828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590218812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590218812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590218921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590225734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590270437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590270500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590273312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590273406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590274531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590274531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590274609
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590276718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590277265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590277265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590277328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590280968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590284750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590290062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590310156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590311578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590313843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590321765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590340546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590340562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590340875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590343843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490590351640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490590351812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490590351937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490590352078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490590352234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490590352593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590359625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590371296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590376312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590424546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590537671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590555875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490590565859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590566812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590568187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590572593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590580078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590582796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590589562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590594453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590597296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590597859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590626750
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590649359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590649359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590650109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590650468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590650656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590650656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590651015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590721109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590731390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590787406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590789109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590851890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490590879828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590881218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590882875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590887296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590887296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590887390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590901250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490590905656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590907312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590926890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490590939781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590941250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490590977437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490590978734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490590979546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1490591001125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490591004406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1490591008765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591012421
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591014218
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591014468
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591023468
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591037921
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591041515
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591043234
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591043359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591069656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591074968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591111453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591117937
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591120109
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591120343
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591122734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591179375
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591179531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591179656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591179828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591179968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591180125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1490591180421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591202171
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591218359
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591218625
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591220437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591244781
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591246765
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591247015
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591258296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591272734
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591283140
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591283390
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591285109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591315078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591323093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591332000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1490591337093
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591339156
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591339406
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591341750
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1490591347000
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1490591347265
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1490591351937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591361031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591362031
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1490591362265
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1490591362734
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1490591362781
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1490591362812
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1490591362921
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1490591362984
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1490591363062
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1490591363078
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1490591363125
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1490591363187
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1490591363187
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1490591363187
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1490591363203
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1490775124984
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1490775124984
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1490775125000
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1490775125000
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1490775125015
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1490775125015
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1490775125046
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1490775125046
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1490775125046
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1490775125093
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1490775125093
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1490775125125
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1490775125125
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1490775125140
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1490775125171
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1490775125171
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1490775125203
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1490775125203
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1490775125234
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1490775125234
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1490775125265
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1490775125265
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1490775125281
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1490775125296
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1490775125312
